id,source_id,title,datetime,top_article,reactions,comments,shares,comment_plugin
3738,newsweek,"Massachusetts Landlord Accused of Sexually Harassing Female Tenants, Offering Reduced Rents in Exchange for Sex",2019-09-10 10:10:24+00:00,False,28.0,15.0,10.0,0.0
3739,business-insider,Amazon and Best Buy are giving away $25 gift cards to customers who preorder the Fitbit Versa 2,2019-09-10 17:03:00+00:00,False,0.0,0.0,1.0,0.0
3740,newsweek,When Is The 'Bachelor In Paradise' Reunion Show? Spoilers Say Where Couples Are Now,2019-09-10 17:51:47+00:00,False,0.0,0.0,0.0,0.0
3741,reuters,Daimler to source battery cells from Farasis Energy,2019-09-10 17:13:40+00:00,False,0.0,0.0,761.0,0.0
3742,the-new-york-times,"Robert Frank, Pivotal Figure in Documentary Photography, Is Dead at 94",2019-09-10 12:48:59+00:00,False,35435.0,3152.0,11745.0,0.0
3743,newsweek,GOP Senator Marco Rubio Says It Has Always Been 'Unlawful Immigration' to the Bahamas That Has Been a Problem—Not the Other Way Around,2019-09-10 16:36:51+00:00,False,0.0,0.0,0.0,0.0
3744,bbc-news,Tafida Raqeeb: Brain-damaged girl 'should be allowed to die',2019-09-10 13:59:33+00:00,False,14.0,12.0,7.0,0.0
3745,bbc-news,COP26: Glasgow to host UN climate change summit in 2020,2019-09-10 16:33:25+00:00,False,395.0,106.0,204.0,0.0
3746,newsweek,"WWE Monday Night RAW Live Results: MSG Return Brings ""Stone Cold"" Steve Austin, Four Horsewomen Tag Match and More",2019-09-10 00:20:21+00:00,False,1.0,0.0,4.0,0.0
3747,reuters,"With election call imminent, Canada's Trudeau visits storm-hit region",2019-09-10 16:05:27+00:00,False,0.0,0.0,0.0,0.0
3748,al-jazeera-english,Charity ship completes rescue of 34 migrants off Libya,2019-09-10 12:05:49+00:00,False,11.0,7.0,12.0,0.0
3749,business-insider,The heads of recruiting at Salesforce and Facebook have both told us that ‘best day' questions are frequently asked in interviews. Here's how to answer them.,2019-09-10 00:00:00+00:00,True,8.0,1.0,9.0,0.0
3750,bbc-news,County Championship: Middlesex collapse in response to Durham's low total,2019-09-10 17:03:14+00:00,False,0.0,0.0,5.0,0.0
3752,bbc-news,"Glasgow march violence 'stain on city's reputation', says minister",2019-09-10 14:55:07+00:00,False,13.0,5.0,7.0,0.0
3753,newsweek,Mother of Gay Groom Told Son 'Will Not Be Going to Heaven' in Anonymous Letter,2019-09-10 14:42:30+00:00,False,0.0,0.0,0.0,0.0
3754,cbs-news,New study suggests naps may be good for your heart,2019-09-10 15:28:23+00:00,False,0.0,0.0,1.0,0.0
3755,the-irish-times,"Smear test review results to be communicated to over 1,000 women",2019-09-10 15:22:48+00:00,False,0.0,0.0,0.0,0.0
3756,newsweek,'Downton Abbey' Movie Hailed as 'Julian Fellowes' Avengers' in Charming First Reviews,2019-09-10 14:55:40+00:00,False,1.0,0.0,1.0,0.0
3757,cnn,Apple is playing catchup. New iPhones won't help,2019-09-10 14:17:19+00:00,False,51.0,19.0,43.0,0.0
3758,the-irish-times,Villains review: A live comic book that challenges the representation of evil,2019-09-10 10:04:47+00:00,False,56.0,4.0,10.0,0.0
3759,the-irish-times,Moody’s downgrades Ford credit rating to junk status,2019-09-10 10:50:00+00:00,False,0.0,0.0,0.0,0.0
3760,cnn,Land Rover unveils new version of its iconic Defender,2019-09-10 13:12:47+00:00,False,3.0,1.0,67.0,0.0
3761,bbc-news,2019/09/10 17:00 GMT,2019-09-10 17:06:00+00:00,False,0.0,0.0,0.0,0.0
3762,abc-news,"Highly anticipated Apple event kicks off with announcements on Apple Watch, arcade and iPad",2019-09-10 17:36:18+00:00,False,124.0,50.0,37.0,0.0
3763,al-jazeera-english,Ashoura 2019: How Muslims around the world mark religious day,2019-09-10 13:45:25+00:00,False,2329.0,1646.0,207.0,0.0
3764,cnn,Fact check: Trump makes at least 22 false claims at North Carolina rally,2019-09-10 13:34:26+00:00,False,1762.0,1236.0,1035.0,0.0
3765,cnn,John Bolton's firing shows (again) that Donald Trump has zero plan,2019-09-10 17:18:05+00:00,False,177.0,64.0,147.0,0.0
3766,reuters,Italian coalition wins vote in Senate letting it take office,2019-09-10 17:13:04+00:00,False,0.0,0.0,0.0,0.0
3767,cbs-news,UK Parliament suspended after Boris Johnson's latest Brexit defeat,2019-09-10 14:26:24+00:00,False,0.0,0.0,3.0,0.0
3768,abc-news,Baltimore Symphony musicians hit management with complaint,2019-09-10 18:02:56+00:00,False,0.0,0.0,0.0,0.0
3769,reuters,Apple to reveal streaming service prices while iPhones in 'holding pattern' until 5G,2019-09-10 17:03:43+00:00,False,0.0,0.0,0.0,0.0
3770,bbc-news,Many dead in Iraq Shia shrine stampede,2019-09-10 16:20:10+00:00,True,0.0,0.0,0.0,0.0
3771,business-insider,Alibaba cofounder Jack Ma — the richest person in China — is retiring with a net worth of $38 billion. Here's his incredible rags-to-riches story.,2019-09-10 16:22:00+00:00,False,18.0,3.0,20.0,0.0
3772,reuters,JPMorgan Chase lowers 2019 outlook for net interest income to $57 billion,2019-09-10 18:09:58+00:00,False,1.0,0.0,838.0,0.0
3773,cbs-news,"New research sheds light on the day the dinosaurs died: ""We could have had a very different planet""",2019-09-10 12:44:35+00:00,False,0.0,0.0,4.0,0.0
3774,newsweek,Tennessee GOP Senator Wants to Ban 'Liberal Breeding Ground' of Higher Education for Spreading Anti-Abortion Views,2019-09-10 08:28:54+00:00,False,43.0,40.0,27.0,0.0
3775,newsweek,Will Kristian and Demi Last After 'Bachelor In Paradise' Flirting Drama?,2019-09-10 17:31:26+00:00,False,0.0,0.0,0.0,0.0
3776,al-jazeera-english,"Haze blankets Kuala Lumpur, Singapore as fires rage in Indonesia",2019-09-10 12:14:00+00:00,False,7.0,8.0,24.0,0.0
3777,business-insider,"How to save money in college, even though you're busy learning",2019-09-10 17:32:37+00:00,False,0.0,0.0,0.0,0.0
3778,abc-news,Numbers game: Missouri couple wins 2nd big Lottery prize,2019-09-10 15:35:26+00:00,False,0.0,0.0,10.0,0.0
3779,bbc-news,2019/09/10 14:00 GMT,2019-09-10 14:06:00+00:00,False,0.0,0.0,0.0,0.0
3780,business-insider,Most people probably haven't heard of the FoundersCard — but its members have access to excellent VIP benefits and exclusive discounts,2019-09-10 13:48:00+00:00,False,6.0,2.0,7.0,0.0
3781,cnn,House GOP leader dismisses concerns over government spending at Trump's properties: 'Just like any other hotel',2019-09-10 16:49:45+00:00,False,500.0,494.0,83.0,0.0
3782,reuters,"U.S. to monitor Iranian oil shipments, will eye Chinese purchases -official",2019-09-10 17:16:36+00:00,False,0.0,0.0,1.0,0.0
3783,reuters,Mexican same-store retail sales rise 4.4% in August - ANTAD,2019-09-10 17:44:47+00:00,False,0.0,0.0,1.0,0.0
3784,the-irish-times,Duty free shopping between Ireland and UK to return after no-deal Brexit,2019-09-10 10:27:07+00:00,False,0.0,0.0,6.0,0.0
3785,bbc-news,Who is Black Rod and what do they do in Parliament?,2019-09-10 16:13:12+00:00,False,23.0,7.0,53.0,0.0
3786,espn,Durant: 'Some days I hate the circus of the NBA',2019-09-10 15:15:56+00:00,True,0.0,0.0,0.0,0.0
3787,cnn,Trump asks National Security Adviser John Bolton to resign,2019-09-10 16:07:50+00:00,True,41499.0,19687.0,12581.0,1.0
3788,reuters,"Reactions to Trump firing of John Bolton, foreign policy hawk",2019-09-10 18:11:10+00:00,True,0.0,0.0,492.0,0.0
3789,al-jazeera-english,Influential Swiss-American photographer Robert Frank dies age 94,2019-09-10 17:44:13+00:00,False,1.0,0.0,9.0,0.0
3790,the-new-york-times,It’s Horses vs. Motors in Senegal. The Steeds Still Win on Many Roads.,2019-09-10 12:58:56+00:00,False,26.0,5.0,32.0,0.0
3791,al-jazeera-english,The grandmas saving South Korea's schools,2019-09-10 11:28:51+00:00,False,2.0,0.0,8.0,0.0
3792,abc-news,Israeli prime minister whisked away from campaign event because of Palestinian rocket fire,2019-09-10 18:18:20+00:00,False,0.0,0.0,3.0,0.0
3793,reuters,Netanyahu announces post-election plan to annex part of occupied West Bank,2019-09-10 15:46:05+00:00,False,57.0,22.0,2367.0,0.0
3794,the-irish-times,Irish frozen food company Strong Roots raises $18.3m,2019-09-10 14:00:00+00:00,False,6.0,1.0,1.0,0.0
3795,the-irish-times,Louise Lawless wins award for Irish Times article on periods in sport,2019-09-10 14:45:50+00:00,False,0.0,0.0,0.0,0.0
3796,cbs-news,"Billy Bush says he isn't angry at Trump over Access Hollywood tape: ""He was being him""",2019-09-10 13:00:12+00:00,False,0.0,0.0,4.0,0.0
3797,al-jazeera-english,UK parliament suspended after Johnson fails in snap election bid,2019-09-10 00:24:35+00:00,False,580.0,83.0,117.0,0.0
3798,the-wall-street-journal,Opinion: The Problems Facing Higher Education at America’s Universities,2019-09-10 00:04:44+00:00,False,4.0,0.0,9.0,0.0
3799,newsweek,"Hunter Attacked by 'Surprised' Grizzly Bear in Alaska, Animal Shot Dead: 'All Hell Broke Loose'",2019-09-10 09:08:54+00:00,False,10.0,7.0,37.0,0.0
3800,business-insider,The Internet is blowing up with bewildered reactions and memes about Trump's abrupt firing of National Security Adviser John Bolton,2019-09-10 17:42:05+00:00,False,16.0,7.0,13.0,0.0
3801,reuters,Factbox: Apple launches streaming service at $4.99/month,2019-09-10 17:34:10+00:00,False,0.0,0.0,6120.0,0.0
3802,bbc-news,Coventry sex trafficker kept pregnant woman locked in room,2019-09-10 14:22:41+00:00,False,7.0,1.0,8.0,0.0
3803,newsweek,Worshipers in Awe of 'Crying' Virgin Mary Painting in Chicago Church,2019-09-10 17:15:13+00:00,False,4.0,2.0,5.0,0.0
3804,reuters,EU backs cocoa price rise to make production more sustainable,2019-09-10 16:07:05+00:00,False,0.0,0.0,1.0,0.0
3805,newsweek,"PG&E Outage: 1,500 Without Power in Walnut Creek County, California after Power Lines Fall Down",2019-09-10 09:08:31+00:00,False,0.0,0.0,1.0,0.0
3806,abc-news,"Wendy's relaunches breakfast, plans to hire 20,000 in US",2019-09-10 14:06:26+00:00,False,0.0,0.0,0.0,0.0
3807,abc-news,Relatives of passengers killed in Boeing crash protest in DC,2019-09-10 18:19:04+00:00,False,0.0,0.0,0.0,0.0
3808,the-new-york-times,‘Psycho’ and ‘Close Encounters’ Roll at the Philharmonic,2019-09-10 17:15:38+00:00,False,0.0,0.0,7.0,0.0
3809,the-wall-street-journal,"Apple Dominates App Store Search Results, Thwarting Competitors",2019-09-10 13:45:19+00:00,False,112.0,42.0,91.0,0.0
3810,business-insider,Wendy's is making a $20 million push into breakfast with menu items like a coffee-infused Frosty and a Breakfast Baconator (WEN),2019-09-10 17:41:41+00:00,False,67.0,28.0,23.0,0.0
3811,the-new-york-times,The Secret to Success Academy’s Top-Notch Test Scores,2019-09-10 09:00:13+00:00,False,192.0,55.0,51.0,0.0
3812,business-insider,Travelers flying through San Francisco are facing hundreds of delays and cancellations because of runway construction,2019-09-10 15:44:33+00:00,False,27.0,9.0,1576.0,0.0
3813,abc-news,"China to boost Serb military with drones, other equipment",2019-09-10 14:32:48+00:00,False,0.0,0.0,1.0,0.0
3814,the-new-york-times,Pelosi Enlivens Battle to Lower Drug Prices,2019-09-10 15:51:07+00:00,False,40.0,4.0,107.0,0.0
3815,abc-news,The Latest: Apple video service comes Nov. 1 for $5 a month,2019-09-10 17:26:42+00:00,False,0.0,0.0,0.0,0.0
3816,the-new-york-times,Is the Celebrity Editor Becoming Extinct?,2019-09-10 16:55:37+00:00,False,7.0,2.0,23.0,0.0
3817,the-new-york-times,Designing a Home and a Marriage (Twice),2019-09-10 09:10:37+00:00,False,1.0,0.0,17.0,0.0
3818,cbs-news,"North Carolina holds special election, could give political insight into 2020",2019-09-10 15:01:37+00:00,False,0.0,0.0,0.0,0.0
3819,the-new-york-times,How to Help Your Child Succeed at School,2019-09-10 15:48:47+00:00,False,0.0,0.0,5.0,0.0
3820,cbs-news,Naval Academy probing apparent noose found in school building,2019-09-10 10:04:06+00:00,False,196.0,225.0,35.0,0.0
3821,al-jazeera-english,Huge arms trade fair draws dealers and politicians to London,2019-09-10 13:35:07+00:00,False,108.0,12.0,32.0,0.0
3822,newsweek,Florida Teacher Finds 'Detailed' Mass Shooting Plans in High School Student's Notebook,2019-09-10 11:20:17+00:00,False,23.0,18.0,30.0,0.0
3823,cnn,Jenny Slate is engaged to art curator boyfriend Ben Shattuck,2019-09-10 13:34:24+00:00,False,0.0,0.0,10.0,0.0
3824,the-new-york-times,"A Fiji Junket, a Padlocked Office and a Pioneering Nonprofit’s Collapse",2019-09-10 10:02:33+00:00,False,48.0,9.0,18.0,0.0
3825,abc-news,Enter the Set Sail with Santa Sweepstakes for a Chance to Celebrate the Holidays at Sea with Disney Cruise Line,2019-09-10 17:00:20+00:00,False,60.0,6.0,25.0,0.0
3826,the-irish-times,Stephen Ireland reflects on having to ‘pick Ireland over my kids’,2019-09-10 12:54:11+00:00,False,5.0,7.0,1.0,0.0
3827,bbc-news,'Exciting' that Saracens will start to pay women's team,2019-09-10 15:10:39+00:00,False,0.0,0.0,1.0,0.0
3828,cbs-news,California mom found dead; husband arrested,2019-09-10 11:58:44+00:00,False,0.0,0.0,0.0,0.0
3829,cbs-news,9/10: CBSN AM,2019-09-10 14:55:58+00:00,False,0.0,0.0,0.0,0.0
3830,business-insider,'Crazy Rich Asians' director says he stands with the writer who exited the sequel over a pay disparity dispute,2019-09-10 14:16:59+00:00,False,97.0,5.0,20.0,0.0
3831,cbs-news,David Ortiz throws out first pitch at Fenway,2019-09-10 00:40:08+00:00,False,830.0,47.0,81.0,0.0
3832,reuters,All remains from Ethiopian Airlines crash site now identified: police,2019-09-10 15:33:07+00:00,False,0.0,0.0,1.0,0.0
3833,cbs-news,Frontline investigation reveals Flint water crisis caused dozens to die from disease,2019-09-10 00:43:14+00:00,False,9.0,0.0,18.0,0.0
3834,cbs-news,Teen climate activist on how Asperger's helps her cause,2019-09-10 13:50:02+00:00,False,4303.0,1175.0,743.0,0.0
3835,cbs-news,California governor signs bill limiting vaccine exemptions,2019-09-10 02:06:58+00:00,False,380.0,163.0,67.0,0.0
3836,al-jazeera-english,Children held in 'horrific conditions over Boko Haram ties': HRW,2019-09-10 09:28:20+00:00,False,0.0,1.0,19.0,0.0
3837,the-wall-street-journal,"Uber, Lyft Poised to Lose Fight Against California Bill to Label Drivers Employees - The Wall Street Journal",2019-09-10 00:42:00+00:00,False,217.0,305.0,170.0,0.0
3838,cnn,Wendy's has a new breakfast menu. Here's what's on it,2019-09-10 15:42:36+00:00,False,42.0,24.0,72.0,0.0
3839,the-new-york-times,Your Tuesday Briefing,2019-09-10 09:37:59+00:00,False,1.0,1.0,26.0,0.0
3840,abc-news,The Latest: New iPhones expected to echo last year's models,2019-09-10 14:54:11+00:00,False,0.0,0.0,0.0,0.0
3841,the-irish-times,Phil Hogan profile: Irish enforcer known as Big Phil becomes Brussels big player,2019-09-10 11:18:17+00:00,False,23.0,17.0,9.0,0.0
3842,the-new-york-times,"A Dying Town, a Crumbling Hotel and the Water That Could Restore Both",2019-09-10 13:00:12+00:00,False,201.0,22.0,74.0,0.0
3843,the-irish-times,Mick McCarthy makes 10 changes for Bulgaria clash,2019-09-10 17:36:59+00:00,False,0.0,0.0,0.0,0.0
3844,newsweek,CBP Credits Drop In Arrivals Of Asylum Seekers At U.S. Border To Trump—Not Seasonal Trends,2019-09-10 12:25:35+00:00,False,0.0,0.0,1.0,0.0
3845,reuters,India's Yes Bank nears stake sale to tech firm to boost capital: CEO - Reuters,2019-09-10 16:20:00+00:00,False,0.0,0.0,0.0,0.0
3846,bbc-news,Nigeria denies Human Rights Watch child detention report,2019-09-10 16:15:59+00:00,False,1.0,0.0,51.0,0.0
3847,business-insider,How to change your iPad name so it's easy to identify your device,2019-09-10 18:04:00+00:00,False,0.0,0.0,1.0,0.0
3849,the-new-york-times,"Elizabeth Warren, Fashion Muse?",2019-09-10 13:19:39+00:00,False,4.0,1.0,37.0,0.0
3850,bbc-news,Norwich political canvassers 'verbally abused',2019-09-10 16:37:24+00:00,False,0.0,0.0,4.0,0.0
3851,reuters,French federation head: Stop games over racist chants - but not homophobic ones,2019-09-10 15:22:53+00:00,False,0.0,0.0,1.0,0.0
3852,the-irish-times,Co-living developer the preferred bidder for O’Devaney Gardens plan,2019-09-10 17:29:29+00:00,False,0.0,0.0,0.0,0.0
3853,espn,Cavs play-by-play announcer McLeod dies at 67,2019-09-10 14:29:00+00:00,True,0.0,0.0,0.0,0.0
3854,the-new-york-times,DealBook Briefing: Pressure Builds on WeWork to Delay Its I.P.O.,2019-09-10 09:49:02+00:00,False,0.0,0.0,10.0,0.0
3855,the-wall-street-journal,"WSJ Wealth Adviser Briefing: Hunt for Yield, Fracking Buzzwords, Winery Amusements",2019-09-10 10:00:55+00:00,False,0.0,0.0,0.0,0.0
3856,bbc-news,Brexit: DUP says NI-only backstop would be unacceptable,2019-09-10 13:58:35+00:00,False,5.0,2.0,29.0,0.0
3857,abc-news,David Ortiz throws out first pitch at Fenway Park 3 months after he was shot,2019-09-10 14:37:07+00:00,False,644.0,33.0,72.0,0.0
3858,reuters,U.S. tells cannabis companies not to advertise disease treatments without science,2019-09-10 15:28:17+00:00,False,2.0,0.0,8.0,0.0
3859,cnn,Is Wall Street cooling to tech unicorns? - CNN,2019-09-10 13:59:33+00:00,False,0.0,0.0,13.0,0.0
3860,business-insider,Kroger is testing how grocery shoppers will react to plant-based 'meat' in the traditional meat aisle (K),2019-09-10 14:20:32+00:00,False,0.0,0.0,1578.0,0.0
3861,bbc-news,Iraq stampede kills 31 at Ashura commemorations in Karbala,2019-09-10 14:48:35+00:00,False,123.0,37.0,170.0,0.0
3862,cnn,British ambassador targeted by Trump is made a lord by Theresa May,2019-09-10 15:06:38+00:00,False,406.0,62.0,109.0,0.0
3863,abc-news,Judge blocks ND law on reversing medication abortions,2019-09-10 15:56:11+00:00,False,0.0,0.0,0.0,0.0
3864,the-new-york-times,Recent Commercial Real Estate Transactions,2019-09-10 09:03:00+00:00,False,1.0,0.0,10.0,0.0
3865,newsweek,Where Is Hannah Brown Now? Former Bachelorette Doesn't Regret Experience After Breakup,2019-09-10 16:25:46+00:00,False,0.0,0.0,0.0,0.0
3866,the-irish-times,Dubliner to go on trial in New York for death of Longford man in 2018,2019-09-10 15:49:50+00:00,False,0.0,0.0,0.0,0.0
3867,the-wall-street-journal,John Bolton Fired by Trump as National Security Adviser,2019-09-10 16:08:00+00:00,True,1064.0,623.0,302.0,0.0
3868,newsweek,"President Trump, Honor 9/11 By Getting the US Out of Afghanistan | Opinion",2019-09-10 17:14:58+00:00,False,0.0,0.0,1.0,0.0
3869,business-insider,Barclays says AT&T's best way out of its activist investor drama could be selling Turner — here are the likely buyers (T),2019-09-10 17:53:57+00:00,False,1.0,0.0,4.0,0.0
3870,the-new-york-times,Share of Americans With Health Insurance Declined in 2018,2019-09-10 14:20:10+00:00,True,5643.0,2091.0,2509.0,0.0
3871,cbs-news,Jon Ossoff to challenge David Perdue for Senate seat in Georgia,2019-09-10 11:43:40+00:00,False,11.0,1.0,18.0,0.0
3872,the-irish-times,"Man to be sentenced again for taking 12,000 photos of woman without consent",2019-09-10 16:27:41+00:00,False,0.0,0.0,0.0,0.0
3873,cbs-news,"Trump: The U.S. should be ""very careful"" about who's allowed in from the Bahamas",2019-09-10 11:21:50+00:00,False,10.0,8.0,14.0,0.0
3874,the-irish-times,Catalan independence cause divided as fiery autumn beckons,2019-09-10 16:39:00+00:00,False,11.0,0.0,4.0,0.0
3875,bbc-news,Netanyahu pledges to annex occupied Jordan Valley,2019-09-10 15:49:47+00:00,False,968.0,297.0,1081.0,0.0
3876,the-new-york-times,Is Meritocracy to Blame for Our Yawning Class Divide?,2019-09-10 09:00:12+00:00,False,9.0,8.0,21.0,0.0
3877,the-new-york-times,Stampede at Iraqi Shrine Kills at Least 31,2019-09-10 15:16:23+00:00,False,1.0,0.0,20.0,0.0
3878,bbc-news,Barbara Calligan killed by friend Carol White reversing car,2019-09-10 14:39:02+00:00,False,14.0,3.0,7.0,0.0
3879,business-insider,"I’ve used this Tula baby carrier to take my daughter to Disney parks, grocery stores, and day hikes — it’s comfortable for both of us and she often falls asleep in it",2019-09-10 15:51:19+00:00,False,0.0,0.0,3.0,0.0
3880,business-insider,"Jeff Bezos, Elon Musk, Sergey Brin, Marissa Mayer, and Bill Gates all reportedly attended an elite private dinner with Jeffrey Epstein just 2 years after he served a prison sentence for soliciting sex from a 14-year-old girl (AMZN, GOOGL, TSLA, MSFT)",2019-09-10 14:52:29+00:00,False,47.0,24.0,1682.0,0.0
3881,newsweek,"I'm a Former U.S. Double Agent, and Trump Is Recklessly Endangering the Lives of America's Spies | Opinion",2019-09-10 16:48:41+00:00,False,6.0,0.0,6.0,0.0
3882,abc-news,Egypt arrests 16 suspected Muslim Brotherhood members,2019-09-10 16:28:42+00:00,False,0.0,0.0,3.0,0.0
3883,cbs-news,"Mattel to debut ""Day of the Dead"" Barbie for Mexican holiday",2019-09-10 18:19:04+00:00,True,0.0,0.0,3.0,0.0
3884,cnn,Hospital sues thousands of patients over unpaid bills,2019-09-10 13:03:30+00:00,False,75.0,44.0,83.0,0.0
3885,cnn,"John Bolton was fired, and the price of oil instantly fell",2019-09-10 17:03:31+00:00,False,507.0,146.0,275.0,0.0
3886,cnn,"When some patients don't pay, this hospital sues",2019-09-10 17:20:06+00:00,False,3.0,5.0,42.0,0.0
3887,reuters,Kremlin says Bolton ouster is U.S.' domestic affair: Interfax,2019-09-10 17:54:19+00:00,False,0.0,1.0,801.0,0.0
3888,al-jazeera-english,US-Mexico border: Number of migrant arrests in United States down,2019-09-10 07:28:32+00:00,False,0.0,0.0,8.0,0.0
3889,reuters,Explainer: Israel's election - will Netanyahu survive?,2019-09-10 16:23:55+00:00,False,3.0,0.0,887.0,0.0
3890,reuters,Prosecutor investigates General Electric's France chief,2019-09-10 17:52:15+00:00,False,0.0,0.0,0.0,0.0
3891,espn,NFLPA contacts NFL after beer thrown at Titans,2019-09-10 15:17:36+00:00,True,0.0,0.0,0.0,0.0
3892,abc-news,World leaders support French first lady amid Brazil insults,2019-09-10 15:10:14+00:00,False,0.0,0.0,3.0,0.0
3893,reuters,Banned Nigerian Shi'ite group says police killed 12 in religious marches,2019-09-10 15:35:11+00:00,False,0.0,0.0,5.0,0.0
3894,the-new-york-times,"A Houston Activist Invited ICE to a Community Meeting. Now, He Faces Deportation.",2019-09-10 10:02:37+00:00,False,1768.0,594.0,411.0,0.0
3895,business-insider,Volkswagen has reportedly reached a big milestone in battery costs that would heat up its competition with Tesla,2019-09-10 15:06:41+00:00,False,58.0,5.0,1637.0,0.0
3896,al-jazeera-english,South Africa is becoming a pariah in Africa,2019-09-10 16:02:23+00:00,False,4.0,0.0,42.0,0.0
3897,reuters,Dorian's death toll in Bahamas rises to 50 - official,2019-09-10 17:24:51+00:00,False,0.0,0.0,879.0,0.0
3898,the-new-york-times,Jennifer Lopez Answers Your Questions on Persevering and More,2019-09-10 15:23:01+00:00,False,0.0,0.0,4.0,0.0
3899,the-new-york-times,A Neutral Middle Ground on the Upper East Side,2019-09-10 09:10:35+00:00,False,0.0,0.0,6.0,0.0
3900,cnn,Ford debt has been downgraded to junk,2019-09-10 12:28:13+00:00,False,62.0,67.0,149.0,0.0
3901,cnn,California governor signs bills limiting vaccine exemptions,2019-09-10 12:45:08+00:00,False,59.0,178.0,63.0,0.0
3902,cnn,Democratic rep calls on Ross to resign over reported pressure on NOAA chief,2019-09-10 16:57:46+00:00,False,247.0,118.0,35.0,0.0
3903,reuters,"U.S. charges FEMA official, contractor in Puerto Rico corruption case",2019-09-10 17:57:11+00:00,False,0.0,0.0,0.0,0.0
3904,cnn,Kevin Hart 'doing very well' according to The Rock,2019-09-10 14:17:22+00:00,False,10.0,0.0,28.0,0.0
3905,bbc-news,Belfast stabbing: Man in hospital after stabbing,2019-09-10 15:04:09+00:00,False,12.0,3.0,11.0,0.0
3906,abc-news,"Amazon says it has 30,000 job openings in the US",2019-09-10 16:40:13+00:00,False,0.0,0.0,6.0,0.0
3907,the-new-york-times,What Painting With Your Feet Does to Your Brain,2019-09-10 15:04:58+00:00,False,31.0,4.0,25.0,0.0
3908,newsweek,Heartbreaking Image of Strangled Sea Turtle on Alabama Beach Featured in Wildlife Photographer of the Year Awards,2019-09-10 10:45:10+00:00,False,421.0,29.0,96.0,0.0
3909,cnn,The Point: The 43 most out-there lines from Donald Trump's North Carolina rally,2019-09-10 16:32:14+00:00,False,72.0,47.0,99.0,0.0
3910,the-irish-times,Michael Schumacher being treated with cutting-edge stem-cell therapy,2019-09-10 09:48:58+00:00,False,0.0,0.0,0.0,0.0
3911,business-insider,"The life of Jake Tapper: how a high school prankster became a journalistic icon, author, and champion of truth",2019-09-10 14:17:32+00:00,False,12.0,1.0,7.0,0.0
3912,reuters,Boeing plane deliveries down 72% in August as MAX grounding weighs,2019-09-10 15:57:19+00:00,False,0.0,0.0,0.0,0.0
3913,abc-news,Dennis Rodman keeps finding new ways to surprise,2019-09-10 15:38:55+00:00,False,0.0,0.0,0.0,0.0
3914,reuters,UPDATE 1-Xeris Pharma's low blood sugar treatment wins FDA approval,2019-09-10 15:58:50+00:00,False,0.0,0.0,9.0,0.0
3915,al-jazeera-english,Netanyahu announces post-election plan to annex Jordan Valley,2019-09-10 16:29:24+00:00,False,786.0,474.0,268.0,0.0
3916,newsweek,"Former Reagan Adviser Says Every Day Trump Is President 'Is a Day of Disgrace,' 'and a Day of Danger'",2019-09-10 08:26:00+00:00,False,3758.0,584.0,1305.0,0.0
3918,bbc-news,Paddy Ashdown: John Major leads tributes to 'ideals man' at thanksgiving service,2019-09-10 16:57:32+00:00,False,6.0,0.0,10.0,0.0
3919,business-insider,"Spies living openly after defecting from Russia happens 'far more often than people would think,' intelligence sources say",2019-09-10 13:46:15+00:00,False,40.0,11.0,18.0,0.0
3920,bbc-news,Celtic's Moritz Bauer confirms Rangers' Jordan Jones apologised,2019-09-10 15:56:33+00:00,False,9.0,0.0,4.0,0.0
3921,business-insider,Oil slides after Trump's firing of National Security Adviser John Bolton calms war fears,2019-09-10 17:52:56+00:00,False,45.0,4.0,2610.0,0.0
3922,the-new-york-times,It’s a New Morning for Jennifer Aniston,2019-09-10 17:57:13+00:00,True,405.0,82.0,29.0,0.0
3923,abc-news,Italian Premier Giuseppe Conte's new pro-Europe government wins final confidence vote in Parliament,2019-09-10 17:06:11+00:00,False,0.0,0.0,3.0,0.0
3924,newsweek,Ms. Monopoly Aims to Bring Female Empowerment to Game Night But Some People Aren't Amused,2019-09-10 17:51:47+00:00,False,0.0,1.0,1.0,0.0
3925,the-irish-times,Minister open to idea of separate agency for child support payments,2019-09-10 16:46:04+00:00,False,0.0,0.0,0.0,0.0
3926,bbc-news,The day the dinosaurs' world fell apart,2019-09-10 12:50:13+00:00,True,0.0,0.0,0.0,0.0
3927,al-jazeera-english,Trump says some Bahamas typhoon evacuees not welcome in US,2019-09-10 03:17:24+00:00,False,18.0,2.0,52.0,0.0
3928,cbs-news,"Couple arrested after spending mistaken $120,000 deposit",2019-09-10 01:03:46+00:00,False,251.0,425.0,97.0,0.0
3929,espn,Iranian fan dies; set herself on fire outside court,2019-09-10 09:34:29+00:00,True,0.0,0.0,0.0,0.0
3930,reuters,More Americans went without health insurance in 2018; income growth stalled,2019-09-10 16:53:43+00:00,False,0.0,0.0,0.0,0.0
3931,cnn,Margaret Atwood's 'The Testaments' launches in London with handmaids and Pearl Girls,2019-09-10 13:21:34+00:00,False,4.0,1.0,16.0,0.0
3932,business-insider,A cargo ship capsized off the coast of Georgia for an unknown reason with thousands of new Hyundais and Kias on board — here's what happened,2019-09-10 15:06:11+00:00,True,70.0,22.0,44.0,0.0
